442.000,-22.000,0.999
442.000,-22.000,1.100
442.000,-22.000,1.200
442.000,-21.999,1.300
442.000,-22.000,1.400
442.000,-22.000,1.500
442.000,-22.000,1.600
442.000,-22.000,1.701
442.000,-22.000,1.800
442.000,-21.999,1.900
442.000,-22.000,2.000
442.000,-22.000,2.100
442.000,-22.000,2.200
442.000,-22.000,2.300
442.000,-22.000,2.400
442.000,-22.000,2.500
442.000,-22.000,2.600
442.000,-22.000,2.700
442.000,-22.000,2.800
442.000,-22.000,2.900
442.000,-22.001,3.000
442.000,-22.000,3.100
442.000,-22.000,3.200
442.000,-22.000,3.300
442.000,-22.000,3.400
442.000,-22.000,3.500
442.000,-22.000,3.600
442.000,-22.000,3.700
442.000,-22.000,3.800
442.000,-22.000,3.900
442.000,-22.000,4.000
442.000,-22.000,4.100
442.000,-22.000,4.200
442.000,-22.001,4.300
442.000,-22.000,4.400
442.000,-22.000,4.500
442.000,-22.000,4.600
442.000,-22.000,4.700
442.000,-22.000,4.800
442.000,-22.001,4.900
442.000,-22.000,5.000
442.000,-127.999,5.000
442.000,-128.000,4.900
442.000,-128.000,4.800
442.000,-128.001,4.700
442.000,-128.000,4.600
442.000,-128.000,4.500
442.000,-128.000,4.400
442.000,-128.001,4.300
442.000,-128.000,4.200
442.000,-128.000,4.100
442.000,-128.001,4.000
442.000,-128.001,3.900
442.000,-128.000,3.800
442.000,-128.000,3.700
442.000,-128.000,3.600
442.000,-128.000,3.500
442.000,-128.000,3.400
442.000,-128.001,3.300
442.000,-128.000,3.200
442.000,-128.000,3.100
442.000,-128.000,3.000
442.000,-128.000,2.900
442.000,-128.000,2.800
442.000,-128.000,2.700
442.000,-128.001,2.600
442.000,-128.000,2.500
442.000,-128.000,2.400
442.000,-127.998,2.300
442.000,-128.000,2.200
442.000,-128.000,2.100
442.000,-128.000,2.000
442.000,-128.002,1.900
442.000,-128.000,1.800
442.000,-128.000,1.700
442.000,-128.000,1.600
442.000,-128.000,1.500
442.000,-128.000,1.400
442.000,-128.000,1.300
442.000,-128.000,1.200
442.000,-127.999,1.100
442.000,-128.000,1.000
-146.000,-22.000,1.000
-146.000,-22.000,1.100
-146.000,-22.000,1.200
-146.000,-22.000,1.300
-146.000,-22.000,1.400
-146.000,-22.001,1.500
-146.000,-22.000,1.600
-146.001,-22.001,1.700
-146.001,-21.999,1.801
-146.000,-22.001,1.900
-146.000,-22.000,2.000
-146.000,-22.000,2.100
-146.000,-22.001,2.200
-146.000,-22.000,2.300
-146.000,-22.000,2.400
-146.000,-22.000,2.500
-146.000,-22.000,2.600
-146.000,-22.000,2.700
-146.000,-22.000,2.800
-146.000,-22.000,2.900
-146.000,-22.000,3.000
-146.000,-22.000,3.100
-146.000,-22.000,3.200
-146.000,-22.000,3.300
-146.000,-21.999,3.400
-146.000,-22.000,3.500
-146.000,-22.000,3.600
-146.000,-22.000,3.700
-146.000,-21.999,3.800
-146.000,-22.000,3.900
-146.000,-22.000,4.000
-146.000,-21.999,4.100
-146.000,-22.000,4.200
-146.000,-22.000,4.300
-146.000,-22.000,4.400
-146.000,-22.000,4.500
-146.000,-22.000,4.600
-146.000,-22.000,4.700
-146.000,-22.000,4.800
-146.000,-22.000,4.900
-146.000,-22.000,5.000
-146.000,-128.002,5.000
-146.000,-128.000,4.900
-146.000,-128.000,4.800
-146.000,-128.000,4.700
-146.000,-128.000,4.600
-146.000,-128.000,4.500
-146.000,-128.000,4.400
-146.000,-128.000,4.300
-146.000,-128.001,4.200
-146.000,-128.000,4.100
-146.000,-128.000,4.000
-146.000,-128.000,3.900
-146.000,-128.000,3.800
-146.000,-128.000,3.700
-146.000,-128.000,3.600
-146.000,-128.000,3.500
-146.000,-128.000,3.400
-146.000,-128.000,3.300
-146.000,-128.001,3.200
-146.000,-128.000,3.100
-146.000,-128.000,3.000
-146.000,-128.000,2.900
-146.000,-128.000,2.800
-146.000,-128.000,2.700
-146.000,-128.000,2.600
-146.000,-128.000,2.500
-146.000,-128.000,2.400
-146.000,-128.000,2.300
-146.000,-128.000,2.200
-146.000,-128.000,2.100
-146.000,-128.000,2.000
-146.000,-128.002,1.900
-146.000,-128.000,1.800
-146.000,-128.000,1.700
-146.000,-128.000,1.600
-146.000,-128.000,1.500
-146.000,-128.002,1.400
-146.000,-128.000,1.300
-146.000,-128.000,1.200
-146.000,-128.001,1.100
-146.000,-128.000,1.000
-685.000,-22.000,1.000
-685.000,-21.999,1.100
-685.000,-22.000,1.200
-685.000,-22.000,1.300
-685.000,-22.000,1.400
-685.000,-22.000,1.500
-685.000,-22.000,1.600
-685.000,-22.000,1.700
-685.000,-21.999,1.800
-685.000,-21.999,1.900
-685.000,-22.000,2.000
-685.000,-22.000,2.100
-685.000,-22.000,2.200
-685.000,-22.000,2.300
-685.000,-22.000,2.400
-685.000,-22.000,2.500
-685.000,-22.000,2.600
-685.000,-22.000,2.700
-685.000,-22.000,2.800
-685.000,-22.000,2.900
-685.000,-22.000,3.000
-685.000,-22.000,3.100
-685.000,-22.000,3.201
-685.000,-22.000,3.300
-685.000,-21.999,3.400
-685.000,-22.000,3.500
-685.000,-22.000,3.600
-685.000,-21.999,3.700
-685.000,-22.000,3.800
-685.000,-22.000,3.900
-685.000,-22.000,4.000
-685.000,-22.000,4.100
-685.000,-22.000,4.200
-685.000,-22.000,4.300
-685.000,-22.000,4.400
-685.000,-22.000,4.500
-685.000,-22.000,4.600
-685.000,-22.000,4.700
-685.000,-22.000,4.800
-685.001,-21.999,4.901
-685.000,-22.000,5.000
-685.000,-128.000,5.000
-685.000,-128.000,4.900
-685.000,-128.000,4.800
-685.000,-128.000,4.700
-685.000,-128.000,4.600
-685.000,-128.000,4.500
-685.000,-128.000,4.400
-685.000,-128.000,4.300
-685.000,-128.000,4.200
-685.000,-128.000,4.100
-685.000,-128.000,4.000
-685.000,-128.000,3.900
-685.000,-128.000,3.800
-685.000,-128.000,3.700
-685.000,-128.000,3.600
-685.000,-128.000,3.500
-685.000,-128.000,3.400
-685.000,-128.000,3.300
-685.000,-128.000,3.200
-685.000,-128.000,3.100
-685.000,-128.000,3.000
-685.000,-128.000,2.900
-685.000,-128.000,2.800
-685.000,-128.000,2.700
-685.000,-128.000,2.600
-685.000,-128.000,2.500
-685.000,-128.000,2.399
-685.000,-128.000,2.300
-685.000,-128.000,2.200
-685.000,-128.000,2.100
-685.000,-128.000,2.000
-685.000,-128.000,1.899
-685.000,-128.000,1.800
-685.000,-128.000,1.700
-685.000,-128.000,1.600
-685.000,-128.000,1.500
-685.000,-128.000,1.400
-685.000,-128.000,1.300
-685.000,-128.000,1.200
-685.000,-128.000,1.100
-685.000,-128.000,1.000
